gene fun syn ratio
GIPC1 44 27 1.62962962962963
NDUFB7 21 8 2.625
PKN1 139 75 1.85333333333333
PTGER1 60 38 1.57894736842105
TECR 43 16 2.6875
ZNF333 90 51 1.76470588235294
ADGRE2 147 75 1.96
ADGRE3 90 45 2
ADGRE5 98 55 1.78181818181818
CLEC17A 59 21 2.80952380952381
DDX39A 55 22 2.5
DNAJB1 49 24 2.04166666666667
GIPC1 42 25 1.68
NDUFB7 19 14 1.35714285714286
PKN1 132 69 1.91304347826087
PTGER1 54 35 1.54285714285714
TECR 39 19 2.05263157894737
ZNF333 101 33 3.06060606060606
ADGRE2 108 46 2.34782608695652
ADGRE3 98 45 2.17777777777778
ADGRE5 133 62 2.14516129032258
CLEC17A 74 23 3.21739130434783
DDX39A 62 31 2
DNAJB1 61 28 2.17857142857143
GIPC1 55 24 2.29166666666667
NDUFB7 15 7 2.14285714285714
PKN1 128 71 1.80281690140845
PTGER1 49 44 1.11363636363636
TECR 35 23 1.52173913043478
ZNF333 100 43 2.32558139534884
ADGRE2 110 61 1.80327868852459
ADGRE3 90 60 1.5
ADGRE5 121 50 2.42
CLEC17A 48 16 3
DDX39A 57 28 2.03571428571429
DNAJB1 61 15 4.06666666666667
GIPC1 43 31 1.38709677419355
NDUFB7 25 5 5
PKN1 142 62 2.29032258064516
PTGER1 65 30 2.16666666666667
TECR 35 20 1.75
ZNF333 108 46 2.34782608695652
ADGRE2 131 60 2.18333333333333
ADGRE3 121 51 2.37254901960784
ADGRE5 127 58 2.18965517241379
CLEC17A 52 17 3.05882352941176
DDX39A 53 27 1.96296296296296
DNAJB1 41 22 1.86363636363636
GIPC1 42 26 1.61538461538462
NDUFB7 19 12 1.58333333333333
PKN1 132 67 1.97014925373134
PTGER1 56 31 1.80645161290323
TECR 47 23 2.04347826086957
ZNF333 102 35 2.91428571428571
ADGRE2 136 58 2.3448275862069
ADGRE3 83 51 1.62745098039216
ADGRE5 124 65 1.90769230769231
CLEC17A 61 25 2.44
DDX39A 48 25 1.92
DNAJB1 42 19 2.21052631578947
GIPC1 50 22 2.27272727272727
NDUFB7 24 7 3.42857142857143
PKN1 135 72 1.875
PTGER1 49 23 2.1304347826087
TECR 44 19 2.31578947368421
ZNF333 98 42 2.33333333333333
ADGRE2 126 57 2.21052631578947
ADGRE3 106 45 2.35555555555556
ADGRE5 111 52 2.13461538461538
CLEC17A 64 39 1.64102564102564
DDX39A 44 24 1.83333333333333
DNAJB1 43 27 1.59259259259259
GIPC1 47 28 1.67857142857143
NDUFB7 18 9 2
PKN1 147 64 2.296875
PTGER1 48 38 1.26315789473684
TECR 43 27 1.59259259259259
ZNF333 123 30 4.1
ADGRE2 130 57 2.28070175438596
ADGRE3 79 35 2.25714285714286
ADGRE5 134 45 2.97777777777778
CLEC17A 60 18 3.33333333333333
DDX39A 60 29 2.06896551724138
DNAJB1 41 20 2.05
GIPC1 45 32 1.40625
NDUFB7 24 13 1.84615384615385
PKN1 143 71 2.01408450704225
PTGER1 61 32 1.90625
TECR 49 22 2.22727272727273
